algorithm,keygen_time_ms,encap_time_ms,decap_time_ms,ciphertext_length,shared_secret_length,overhead_bytes,total_time_ms,correctness,type,text_size_kb,text_length_bytes,run_id,timestamp,security_level_bits,security_level
BIKE-L5,48.38705062866211,2.5320053100585938,37.49585151672363,5154,32,5122,88.41490745544434,True,KEM,124.0,126976,1236,2025-04-07T11:34:44.005054,256,3
Classic-McEliece-348864,42.41800308227539,0.030994415283203125,16.824007034301758,96,32,64,59.27300453186035,True,KEM,124.0,126976,1236,2025-04-07T11:34:44.064335,128,1
Classic-McEliece-348864f,30.151844024658203,0.03504753112792969,17.252206802368164,96,32,64,47.4390983581543,True,KEM,124.0,126976,1236,2025-04-07T11:34:44.111790,128,1
Classic-McEliece-460896,157.14621543884277,0.09489059448242188,33.2949161529541,156,32,124,190.5360221862793,True,KEM,124.0,126976,1236,2025-04-07T11:34:44.302375,192,2
Classic-McEliece-460896f,85.63518524169922,0.04982948303222656,33.035993576049805,156,32,124,118.72100830078125,True,KEM,124.0,126976,1236,2025-04-07T11:34:44.421115,192,2
Classic-McEliece-6688128,479.1259765625,0.13017654418945312,63.19570541381836,208,32,176,542.4518585205078,True,KEM,124.0,126976,1236,2025-04-07T11:34:44.963599,256,3
Classic-McEliece-6688128f,134.0768337249756,0.14901161193847656,63.072919845581055,208,32,176,197.29876518249512,True,KEM,124.0,126976,1236,2025-04-07T11:34:45.160909,256,3
Classic-McEliece-6960119,210.11829376220703,0.6277561187744141,61.65003776550293,194,32,162,272.3960876464844,True,KEM,124.0,126976,1236,2025-04-07T11:34:45.433315,256,3
Classic-McEliece-6960119f,129.12607192993164,0.7178783416748047,61.50484085083008,194,32,162,191.34879112243652,True,KEM,124.0,126976,1236,2025-04-07T11:34:45.624676,256,3
Classic-McEliece-8192128,326.495885848999,0.09393692016601562,77.47507095336914,208,32,176,404.0648937225342,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.028766,256,3
Classic-McEliece-8192128f,140.90585708618164,0.12803077697753906,77.50892639160156,208,32,176,218.54281425476074,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.247334,256,3
HQC-128,0.4448890686035156,0.8831024169921875,1.3511180877685547,4433,64,4369,2.679109573364258,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.250023,128,1
HQC-192,1.332998275756836,2.7201175689697266,4.17780876159668,8978,64,8914,8.230924606323242,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.258262,192,2
HQC-256,2.4776458740234375,4.99725341796875,7.554054260253906,14421,64,14357,15.028953552246094,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273298,256,3
Kyber512,0.015735626220703125,0.010967254638671875,0.008106231689453125,768,32,736,0.034809112548828125,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273343,128,1
Kyber768,0.014781951904296875,0.0152587890625,0.010967254638671875,1088,32,1056,0.04100799560546875,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273392,192,2
Kyber1024,0.015974044799804688,0.019073486328125,0.014066696166992188,1568,32,1536,0.049114227294921875,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273447,256,3
ML-KEM-512,0.011920928955078125,0.012159347534179688,0.010967254638671875,768,32,736,0.03504753112792969,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273490,128,1
ML-KEM-768,0.015020370483398438,0.015974044799804688,0.017881393432617188,1088,32,1056,0.04887580871582031,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273545,192,2
ML-KEM-1024,0.02193450927734375,0.023126602172851562,0.0247955322265625,1568,32,1536,0.06985664367675781,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.273621,256,3
sntrup761,1.7290115356445312,0.0667572021484375,0.11610984802246094,1039,32,1007,1.9118785858154297,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.275540,128,1
FrodoKEM-640-AES,0.2048015594482422,0.3361701965332031,0.3218650817871094,9720,16,9704,0.8628368377685547,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.276410,128,1
FrodoKEM-640-SHAKE,1.2311935424804688,1.374959945678711,1.3687610626220703,9720,16,9704,3.97491455078125,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.280393,128,1
FrodoKEM-976-AES,0.431060791015625,0.6968975067138672,0.6580352783203125,15744,24,15720,1.7859935760498047,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.282185,192,2
FrodoKEM-976-SHAKE,2.7649402618408203,3.077983856201172,3.0558109283447266,15744,24,15720,8.898735046386719,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.291090,192,2
FrodoKEM-1344-AES,0.6821155548095703,1.15203857421875,1.107931137084961,21632,32,21600,2.9420852661132812,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.294040,256,3
FrodoKEM-1344-SHAKE,4.951000213623047,5.541086196899414,5.486965179443359,21632,32,21600,15.97905158996582,True,KEM,124.0,126976,1236,2025-04-07T11:34:46.310028,256,3
BIKE-L1,6.138086318969727,0.33402442932128906,4.989862442016602,1573,32,1541,11.461973190307617,True,KEM,124.1,127078,1237,2025-04-07T11:34:50.977441,128,1
BIKE-L3,23.026227951049805,1.2447834014892578,14.894962310791016,3115,32,3083,39.16597366333008,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.016617,192,2
BIKE-L5,48.11596870422363,2.5649070739746094,36.93509101867676,5154,32,5122,87.615966796875,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.104241,256,3
Classic-McEliece-348864,29.871702194213867,0.030994415283203125,17.14611053466797,96,32,64,47.04880714416504,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.151300,128,1
Classic-McEliece-348864f,29.8309326171875,0.041961669921875,17.443180084228516,96,32,64,47.31607437133789,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.198634,128,1
Classic-McEliece-460896,84.18035507202148,0.05888938903808594,32.974958419799805,156,32,124,117.21420288085938,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.315871,192,2
Classic-McEliece-460896f,85.16407012939453,0.06198883056640625,33.01119804382324,156,32,124,118.23725700378418,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.434527,192,2
Classic-McEliece-6688128,392.0481204986572,0.11920928955078125,63.49587440490723,208,32,176,455.66320419311523,True,KEM,124.1,127078,1237,2025-04-07T11:34:51.890202,256,3
Classic-McEliece-6688128f,134.1838836669922,0.12326240539550781,63.420772552490234,208,32,176,197.72791862487793,True,KEM,124.1,127078,1237,2025-04-07T11:34:52.087950,256,3
Classic-McEliece-6960119,858.9911460876465,0.6659030914306641,61.57684326171875,194,32,162,921.2338924407959,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.009195,256,3
Classic-McEliece-6960119f,129.6231746673584,0.6709098815917969,61.695098876953125,194,32,162,191.98918342590332,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.201479,256,3
Classic-McEliece-8192128,140.3820514678955,0.1049041748046875,77.51703262329102,208,32,176,218.0039882659912,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.419511,256,3
Classic-McEliece-8192128f,140.66195487976074,0.1010894775390625,77.78406143188477,208,32,176,218.54710578918457,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.638067,256,3
HQC-128,0.4448890686035156,0.8869171142578125,1.3568401336669922,4433,64,4369,2.6886463165283203,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.640766,128,1
HQC-192,1.3318061828613281,2.682924270629883,4.063129425048828,8978,64,8914,8.077859878540039,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.648852,192,2
HQC-256,2.4628639221191406,4.857063293457031,7.381916046142578,14421,64,14357,14.70184326171875,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663561,256,3
Kyber512,0.012874603271484375,0.012874603271484375,0.007152557373046875,768,32,736,0.032901763916015625,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663602,128,1
Kyber768,0.014066696166992188,0.0209808349609375,0.011205673217773438,1088,32,1056,0.046253204345703125,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663655,192,2
Kyber1024,0.016689300537109375,0.019311904907226562,0.013828277587890625,1568,32,1536,0.04982948303222656,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663711,256,3
ML-KEM-512,0.013113021850585938,0.011682510375976562,0.011920928955078125,768,32,736,0.036716461181640625,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663754,128,1
ML-KEM-768,0.04100799560546875,0.016927719116210938,0.0171661376953125,1088,32,1056,0.07510185241699219,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663835,192,2
ML-KEM-1024,0.02193450927734375,0.02288818359375,0.024080276489257812,1568,32,1536,0.06890296936035156,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.663916,256,3
sntrup761,1.7061233520507812,0.09584426879882812,0.11515617370605469,1039,32,1007,1.917123794555664,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.665849,128,1
FrodoKEM-640-AES,0.23674964904785156,0.36406517028808594,0.3139972686767578,9720,16,9704,0.9148120880126953,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.666778,128,1
FrodoKEM-640-SHAKE,1.2068748474121094,1.3659000396728516,1.3539791107177734,9720,16,9704,3.9267539978027344,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.670717,128,1
FrodoKEM-976-AES,0.4589557647705078,0.7350444793701172,0.6439685821533203,15744,24,15720,1.8379688262939453,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.672562,192,2
FrodoKEM-976-SHAKE,2.723217010498047,3.0820369720458984,3.0198097229003906,15744,24,15720,8.825063705444336,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.681394,192,2
FrodoKEM-1344-AES,0.6601810455322266,1.195669174194336,1.0852813720703125,21632,32,21600,2.941131591796875,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.684352,256,3
FrodoKEM-1344-SHAKE,4.937887191772461,5.540132522583008,5.518913269042969,21632,32,21600,15.996932983398438,True,KEM,124.1,127078,1237,2025-04-07T11:34:53.700369,256,3
BIKE-L1,6.276845932006836,0.3349781036376953,4.914999008178711,1573,32,1541,11.526823043823242,True,KEM,124.2,127180,1238,2025-04-07T11:34:58.304500,128,1
BIKE-L3,19.04296875,1.0292530059814453,14.809846878051758,3115,32,3083,34.8820686340332,True,KEM,124.2,127180,1238,2025-04-07T11:34:58.339397,192,2
BIKE-L5,47.675132751464844,2.519845962524414,37.238121032714844,5154,32,5122,87.4330997467041,True,KEM,124.2,127180,1238,2025-04-07T11:34:58.426839,256,3
