algorithm,keygen_time_ms,encap_time_ms,decap_time_ms,ciphertext_length,shared_secret_length,overhead_bytes,total_time_ms,correctness,type,text_size_kb,text_length_bytes,run_id,timestamp,security_level_bits,security_level
Classic-McEliece-8192128f,141.61014556884766,0.23984909057617188,77.74782180786133,208,32,176,219.59781646728516,True,KEM,37.5,38400,371,2025-04-07T09:48:24.690595,256,3
HQC-128,0.4520416259765625,0.8881092071533203,1.3530254364013672,4433,64,4369,2.69317626953125,True,KEM,37.5,38400,371,2025-04-07T09:48:24.693318,128,1
HQC-192,1.3267993927001953,2.6772022247314453,4.051923751831055,8978,64,8914,8.055925369262695,True,KEM,37.5,38400,371,2025-04-07T09:48:24.701384,192,2
HQC-256,2.536773681640625,5.112886428833008,7.564067840576172,14421,64,14357,15.213727951049805,True,KEM,37.5,38400,371,2025-04-07T09:48:24.716613,256,3
Kyber512,0.017881393432617188,0.013113021850585938,0.008821487426757812,768,32,736,0.03981590270996094,True,KEM,37.5,38400,371,2025-04-07T09:48:24.716688,128,1
Kyber768,0.018835067749023438,0.03314018249511719,0.010967254638671875,1088,32,1056,0.0629425048828125,True,KEM,37.5,38400,371,2025-04-07T09:48:24.716760,192,2
Kyber1024,0.02288818359375,0.019073486328125,0.013828277587890625,1568,32,1536,0.055789947509765625,True,KEM,37.5,38400,371,2025-04-07T09:48:24.716831,256,3
ML-KEM-512,0.011920928955078125,0.013113021850585938,0.012159347534179688,768,32,736,0.03719329833984375,True,KEM,37.5,38400,371,2025-04-07T09:48:24.716880,128,1
ML-KEM-768,0.015974044799804688,0.017881393432617188,0.01811981201171875,1088,32,1056,0.051975250244140625,True,KEM,37.5,38400,371,2025-04-07T09:48:24.716939,192,2
ML-KEM-1024,0.02193450927734375,0.023126602172851562,0.0247955322265625,1568,32,1536,0.06985664367675781,True,KEM,37.5,38400,371,2025-04-07T09:48:24.717021,256,3
sntrup761,1.7311573028564453,0.07772445678710938,0.11587142944335938,1039,32,1007,1.924753189086914,True,KEM,37.5,38400,371,2025-04-07T09:48:24.718953,128,1
FrodoKEM-640-AES,0.21409988403320312,0.3559589385986328,0.32210350036621094,9720,16,9704,0.8921623229980469,True,KEM,37.5,38400,371,2025-04-07T09:48:24.719857,128,1
FrodoKEM-640-SHAKE,1.2290477752685547,1.519918441772461,1.5828609466552734,9720,16,9704,4.331827163696289,True,KEM,37.5,38400,371,2025-04-07T09:48:24.724207,128,1
FrodoKEM-976-AES,0.45418739318847656,0.6988048553466797,0.6608963012695312,15744,24,15720,1.8138885498046875,True,KEM,37.5,38400,371,2025-04-07T09:48:24.726039,192,2
FrodoKEM-976-SHAKE,2.771139144897461,3.1027793884277344,3.1151771545410156,15744,24,15720,8.989095687866211,True,KEM,37.5,38400,371,2025-04-07T09:48:24.735041,192,2
FrodoKEM-1344-AES,0.7159709930419922,1.291036605834961,1.2040138244628906,21632,32,21600,3.2110214233398438,True,KEM,37.5,38400,371,2025-04-07T09:48:24.738968,256,3
FrodoKEM-1344-SHAKE,6.621122360229492,6.204128265380859,5.752801895141602,21632,32,21600,18.578052520751953,True,KEM,37.5,38400,371,2025-04-07T09:48:24.757938,256,3
BIKE-L1,6.580114364624023,0.36787986755371094,5.173921585083008,1573,32,1541,12.121915817260742,True,KEM,37.6,38502,372,2025-04-07T09:48:29.543852,128,1
BIKE-L3,19.320011138916016,1.168966293334961,15.325069427490234,3115,32,3083,35.81404685974121,True,KEM,37.6,38502,372,2025-04-07T09:48:29.579697,192,2
BIKE-L5,48.660993576049805,2.6547908782958984,37.226200103759766,5154,32,5122,88.54198455810547,True,KEM,37.6,38502,372,2025-04-07T09:48:29.668265,256,3
Classic-McEliece-348864,29.64305877685547,0.04601478576660156,17.066001892089844,96,32,64,46.755075454711914,True,KEM,37.6,38502,372,2025-04-07T09:48:29.715039,128,1
Classic-McEliece-348864f,30.45201301574707,0.03910064697265625,16.79682731628418,96,32,64,47.287940979003906,True,KEM,37.6,38502,372,2025-04-07T09:48:29.762704,128,1
Classic-McEliece-460896,83.40716361999512,0.04887580871582031,33.023834228515625,156,32,124,116.47987365722656,True,KEM,37.6,38502,372,2025-04-07T09:48:29.879206,192,2
Classic-McEliece-460896f,85.03103256225586,0.05984306335449219,32.91797637939453,156,32,124,118.00885200500488,True,KEM,37.6,38502,372,2025-04-07T09:48:29.997227,192,2
Classic-McEliece-6688128,229.33697700500488,0.1971721649169922,65.25802612304688,208,32,176,294.79217529296875,True,KEM,37.6,38502,372,2025-04-07T09:48:30.292447,256,3
Classic-McEliece-6688128f,137.87436485290527,0.15997886657714844,64.86082077026367,208,32,176,202.8951644897461,True,KEM,37.6,38502,372,2025-04-07T09:48:30.495410,256,3
Classic-McEliece-6960119,295.55416107177734,0.7598400115966797,64.15104866027832,194,32,162,360.46504974365234,True,KEM,37.6,38502,372,2025-04-07T09:48:30.856299,256,3
Classic-McEliece-6960119f,147.6459503173828,0.8082389831542969,67.26408004760742,194,32,162,215.71826934814453,True,KEM,37.6,38502,372,2025-04-07T09:48:31.072503,256,3
Classic-McEliece-8192128,148.85973930358887,0.28705596923828125,79.46109771728516,208,32,176,228.6078929901123,True,KEM,37.6,38502,372,2025-04-07T09:48:31.301173,256,3
Classic-McEliece-8192128f,145.88689804077148,0.15807151794433594,80.8420181274414,208,32,176,226.88698768615723,True,KEM,37.6,38502,372,2025-04-07T09:48:31.528147,256,3
HQC-128,0.4718303680419922,0.8950233459472656,1.3780593872070312,4433,64,4369,2.744913101196289,True,KEM,37.6,38502,372,2025-04-07T09:48:31.530925,128,1
HQC-192,1.3790130615234375,2.766847610473633,4.185199737548828,8978,64,8914,8.331060409545898,True,KEM,37.6,38502,372,2025-04-07T09:48:31.539273,192,2
HQC-256,2.498149871826172,4.865884780883789,7.661104202270508,14421,64,14357,15.025138854980469,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554326,256,3
Kyber512,0.016689300537109375,0.013113021850585938,0.009059906005859375,768,32,736,0.03886222839355469,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554411,128,1
Kyber768,0.014781951904296875,0.027179718017578125,0.010967254638671875,1088,32,1056,0.052928924560546875,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554472,192,2
Kyber1024,0.01621246337890625,0.018835067749023438,0.015020370483398438,1568,32,1536,0.050067901611328125,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554536,256,3
ML-KEM-512,0.011920928955078125,0.012159347534179688,0.011920928955078125,768,32,736,0.03600120544433594,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554587,128,1
ML-KEM-768,0.01621246337890625,0.016927719116210938,0.016927719116210938,1088,32,1056,0.050067901611328125,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554643,192,2
ML-KEM-1024,0.023126602172851562,0.02288818359375,0.024080276489257812,1568,32,1536,0.07009506225585938,True,KEM,37.6,38502,372,2025-04-07T09:48:31.554726,256,3
sntrup761,1.7821788787841797,0.080108642578125,0.12063980102539062,1039,32,1007,1.9829273223876953,True,KEM,37.6,38502,372,2025-04-07T09:48:31.556717,128,1
FrodoKEM-640-AES,0.21576881408691406,0.3650188446044922,0.33402442932128906,9720,16,9704,0.9148120880126953,True,KEM,37.6,38502,372,2025-04-07T09:48:31.557647,128,1
FrodoKEM-640-SHAKE,1.5141963958740234,1.3489723205566406,1.3318061828613281,9720,16,9704,4.194974899291992,True,KEM,37.6,38502,372,2025-04-07T09:48:31.561858,128,1
FrodoKEM-976-AES,0.4241466522216797,0.7021427154541016,0.6728172302246094,15744,24,15720,1.7991065979003906,True,KEM,37.6,38502,372,2025-04-07T09:48:31.563666,192,2
FrodoKEM-976-SHAKE,2.7599334716796875,3.0350685119628906,3.2100677490234375,15744,24,15720,9.005069732666016,True,KEM,37.6,38502,372,2025-04-07T09:48:31.572687,192,2
FrodoKEM-1344-AES,0.67901611328125,1.1930465698242188,1.1477470397949219,21632,32,21600,3.0198097229003906,True,KEM,37.6,38502,372,2025-04-07T09:48:31.576138,256,3
FrodoKEM-1344-SHAKE,4.862785339355469,5.484104156494141,5.714893341064453,21632,32,21600,16.061782836914062,True,KEM,37.6,38502,372,2025-04-07T09:48:31.592231,256,3
BIKE-L1,6.183862686157227,0.3459453582763672,4.790067672729492,1573,32,1541,11.319875717163086,True,KEM,37.7,38604,373,2025-04-07T09:48:36.370663,128,1
BIKE-L3,19.354820251464844,1.0192394256591797,14.917850494384766,3115,32,3083,35.29191017150879,True,KEM,37.7,38604,373,2025-04-07T09:48:36.405966,192,2
BIKE-L5,48.033952713012695,2.5339126586914062,37.1241569519043,5154,32,5122,87.6920223236084,True,KEM,37.7,38604,373,2025-04-07T09:48:36.493667,256,3
Classic-McEliece-348864,80.19018173217773,0.04601478576660156,16.885042190551758,96,32,64,97.1212387084961,True,KEM,37.7,38604,373,2025-04-07T09:48:36.590798,128,1
Classic-McEliece-348864f,29.80184555053711,0.031232833862304688,17.266035079956055,96,32,64,47.09911346435547,True,KEM,37.7,38604,373,2025-04-07T09:48:36.638294,128,1
Classic-McEliece-460896,122.79891967773438,0.09703636169433594,33.86998176574707,156,32,124,156.76593780517578,True,KEM,37.7,38604,373,2025-04-07T09:48:36.795091,192,2
Classic-McEliece-460896f,88.43111991882324,0.10633468627929688,34.24882888793945,156,32,124,122.78628349304199,True,KEM,37.7,38604,373,2025-04-07T09:48:36.917917,192,2
Classic-McEliece-6688128,412.5690460205078,0.25081634521484375,63.3699893951416,208,32,176,476.18985176086426,True,KEM,37.7,38604,373,2025-04-07T09:48:37.394682,256,3
Classic-McEliece-6688128f,134.45496559143066,0.10514259338378906,63.06600570678711,208,32,176,197.62611389160156,True,KEM,37.7,38604,373,2025-04-07T09:48:37.592352,256,3
Classic-McEliece-6960119,291.2907600402832,0.6892681121826172,61.64979934692383,194,32,162,353.62982749938965,True,KEM,37.7,38604,373,2025-04-07T09:48:37.946009,256,3
Classic-McEliece-6960119f,129.12321090698242,0.6389617919921875,63.24505805969238,194,32,162,193.007230758667,True,KEM,37.7,38604,373,2025-04-07T09:48:38.139480,256,3
Classic-McEliece-8192128,863.8997077941895,0.4611015319824219,86.94100379943848,208,32,176,951.3018131256104,True,KEM,37.7,38604,373,2025-04-07T09:48:39.090867,256,3
Classic-McEliece-8192128f,143.98908615112305,0.29206275939941406,77.96192169189453,208,32,176,222.243070602417,True,KEM,37.7,38604,373,2025-04-07T09:48:39.313193,256,3
HQC-128,0.47326087951660156,0.9298324584960938,1.3740062713623047,4433,64,4369,2.777099609375,True,KEM,37.7,38604,373,2025-04-07T09:48:39.316016,128,1
HQC-192,1.3539791107177734,2.705097198486328,4.079103469848633,8978,64,8914,8.138179779052734,True,KEM,37.7,38604,373,2025-04-07T09:48:39.324163,192,2
HQC-256,2.4230480194091797,4.942178726196289,7.399797439575195,14421,64,14357,14.765024185180664,True,KEM,37.7,38604,373,2025-04-07T09:48:39.338943,256,3
Kyber512,0.0247955322265625,0.015020370483398438,0.0069141387939453125,768,32,736,0.04673004150390625,True,KEM,37.7,38604,373,2025-04-07T09:48:39.339012,128,1
Kyber768,0.02002716064453125,0.025987625122070312,0.011205673217773438,1088,32,1056,0.057220458984375,True,KEM,37.7,38604,373,2025-04-07T09:48:39.339076,192,2
Kyber1024,0.027894973754882812,0.019073486328125,0.014066696166992188,1568,32,1536,0.06103515625,True,KEM,37.7,38604,373,2025-04-07T09:48:39.339151,256,3
ML-KEM-512,0.011920928955078125,0.012874603271484375,0.02002716064453125,768,32,736,0.04482269287109375,True,KEM,37.7,38604,373,2025-04-07T09:48:39.339209,128,1
ML-KEM-768,0.015735626220703125,0.01811981201171875,0.01811981201171875,1088,32,1056,0.051975250244140625,True,KEM,37.7,38604,373,2025-04-07T09:48:39.339267,192,2
ML-KEM-1024,0.024080276489257812,0.02193450927734375,0.026226043701171875,1568,32,1536,0.07224082946777344,True,KEM,37.7,38604,373,2025-04-07T09:48:39.339355,256,3
sntrup761,1.7309188842773438,0.0782012939453125,0.11706352233886719,1039,32,1007,1.9261837005615234,True,KEM,37.7,38604,373,2025-04-07T09:48:39.341288,128,1
FrodoKEM-640-AES,0.2338886260986328,0.3409385681152344,0.324249267578125,9720,16,9704,0.8990764617919922,True,KEM,37.7,38604,373,2025-04-07T09:48:39.342205,128,1
FrodoKEM-640-SHAKE,1.1980533599853516,1.3508796691894531,1.3628005981445312,9720,16,9704,3.911733627319336,True,KEM,37.7,38604,373,2025-04-07T09:48:39.346134,128,1
FrodoKEM-976-AES,0.45299530029296875,0.6740093231201172,0.6608963012695312,15744,24,15720,1.7879009246826172,True,KEM,37.7,38604,373,2025-04-07T09:48:39.347928,192,2
FrodoKEM-976-SHAKE,2.8040409088134766,3.0472278594970703,3.0558109283447266,15744,24,15720,8.907079696655273,True,KEM,37.7,38604,373,2025-04-07T09:48:39.356842,192,2
FrodoKEM-1344-AES,0.6930828094482422,1.1439323425292969,1.1110305786132812,21632,32,21600,2.9480457305908203,True,KEM,37.7,38604,373,2025-04-07T09:48:39.360269,256,3
FrodoKEM-1344-SHAKE,4.8618316650390625,5.410194396972656,5.351781845092773,21632,32,21600,15.623807907104492,True,KEM,37.7,38604,373,2025-04-07T09:48:39.375912,256,3
BIKE-L1,6.307125091552734,0.3540515899658203,4.894018173217773,1573,32,1541,11.555194854736328,True,KEM,37.8,38707,374,2025-04-07T09:48:44.160280,128,1
BIKE-L3,22.166967391967773,2.7551651000976562,15.341758728027344,3115,32,3083,40.26389122009277,True,KEM,37.8,38707,374,2025-04-07T09:48:44.200586,192,2
BIKE-L5,48.82407188415527,2.5370121002197266,37.44101524353027,5154,32,5122,88.80209922790527,True,KEM,37.8,38707,374,2025-04-07T09:48:44.289429,256,3
Classic-McEliece-348864,55.04584312438965,0.030994415283203125,16.997098922729492,96,32,64,72.07393646240234,True,KEM,37.8,38707,374,2025-04-07T09:48:44.361524,128,1
Classic-McEliece-348864f,30.057907104492188,0.03409385681152344,16.838788986206055,96,32,64,46.930789947509766,True,KEM,37.8,38707,374,2025-04-07T09:48:44.408482,128,1
Classic-McEliece-460896,119.65417861938477,0.05078315734863281,33.05983543395996,156,32,124,152.76479721069336,True,KEM,37.8,38707,374,2025-04-07T09:48:44.561259,192,2
Classic-McEliece-460896f,84.89704132080078,0.0591278076171875,33.11586380004883,156,32,124,118.0720329284668,True,KEM,37.8,38707,374,2025-04-07T09:48:44.679703,192,2
Classic-McEliece-6688128,222.63312339782715,0.2338886260986328,62.97016143798828,208,32,176,285.83717346191406,True,KEM,37.8,38707,374,2025-04-07T09:48:44.965928,256,3
Classic-McEliece-6688128f,140.86031913757324,0.23293495178222656,64.1930103302002,208,32,176,205.28626441955566,True,KEM,37.8,38707,374,2025-04-07T09:48:45.171267,256,3
Classic-McEliece-6960119,725.9399890899658,0.7529258728027344,67.48533248901367,194,32,162,794.1782474517822,True,KEM,37.8,38707,374,2025-04-07T09:48:45.965504,256,3
Classic-McEliece-6960119f,135.06102561950684,0.7190704345703125,63.16018104553223,194,32,162,198.94027709960938,True,KEM,37.8,38707,374,2025-04-07T09:48:46.164505,256,3
Classic-McEliece-8192128,142.72093772888184,0.202178955078125,77.40998268127441,208,32,176,220.33309936523438,True,KEM,37.8,38707,374,2025-04-07T09:48:46.385221,256,3
Classic-McEliece-8192128f,141.12210273742676,0.2789497375488281,77.8968334197998,208,32,176,219.2978858947754,True,KEM,37.8,38707,374,2025-04-07T09:48:46.604558,256,3
HQC-128,0.4658699035644531,0.9131431579589844,1.3778209686279297,4433,64,4369,2.756834030151367,True,KEM,37.8,38707,374,2025-04-07T09:48:46.607350,128,1
HQC-192,1.3422966003417969,2.69317626953125,4.012107849121094,8978,64,8914,8.04758071899414,True,KEM,37.8,38707,374,2025-04-07T09:48:46.615408,192,2
HQC-256,2.4330615997314453,4.95600700378418,7.441043853759766,14421,64,14357,14.83011245727539,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630246,256,3
Kyber512,0.013113021850585938,0.011682510375976562,0.007152557373046875,768,32,736,0.031948089599609375,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630299,128,1
Kyber768,0.014066696166992188,0.023126602172851562,0.011682510375976562,1088,32,1056,0.04887580871582031,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630354,192,2
Kyber1024,0.0171661376953125,0.017881393432617188,0.015020370483398438,1568,32,1536,0.050067901611328125,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630416,256,3
ML-KEM-512,0.011682510375976562,0.012159347534179688,0.011920928955078125,768,32,736,0.035762786865234375,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630465,128,1
ML-KEM-768,0.015974044799804688,0.015974044799804688,0.0171661376953125,1088,32,1056,0.049114227294921875,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630521,192,2
ML-KEM-1024,0.02193450927734375,0.023126602172851562,0.02384185791015625,1568,32,1536,0.06890296936035156,True,KEM,37.8,38707,374,2025-04-07T09:48:46.630601,256,3
sntrup761,1.6930103302001953,0.07200241088867188,0.11420249938964844,1039,32,1007,1.8792152404785156,True,KEM,37.8,38707,374,2025-04-07T09:48:46.632488,128,1
FrodoKEM-640-AES,0.21004676818847656,0.3390312194824219,0.3139972686767578,9720,16,9704,0.8630752563476562,True,KEM,37.8,38707,374,2025-04-07T09:48:46.633365,128,1
FrodoKEM-640-SHAKE,1.1970996856689453,1.336812973022461,1.3513565063476562,9720,16,9704,3.8852691650390625,True,KEM,37.8,38707,374,2025-04-07T09:48:46.637264,128,1
FrodoKEM-976-AES,0.4169940948486328,0.7050037384033203,0.6577968597412109,15744,24,15720,1.779794692993164,True,KEM,37.8,38707,374,2025-04-07T09:48:46.639051,192,2
FrodoKEM-976-SHAKE,2.696990966796875,2.9959678649902344,2.9649734497070312,15744,24,15720,8.65793228149414,True,KEM,37.8,38707,374,2025-04-07T09:48:46.647717,192,2
FrodoKEM-1344-AES,0.6690025329589844,1.1539459228515625,1.0991096496582031,21632,32,21600,2.92205810546875,True,KEM,37.8,38707,374,2025-04-07T09:48:46.651163,256,3
FrodoKEM-1344-SHAKE,4.813909530639648,5.401134490966797,5.3539276123046875,21632,32,21600,15.568971633911133,True,KEM,37.8,38707,374,2025-04-07T09:48:46.666747,256,3
BIKE-L1,6.530046463012695,0.3566741943359375,4.983186721801758,1573,32,1541,11.86990737915039,True,KEM,37.9,38809,375,2025-04-07T09:48:51.488646,128,1
BIKE-L3,20.255088806152344,1.1239051818847656,15.94996452331543,3115,32,3083,37.32895851135254,True,KEM,37.9,38809,375,2025-04-07T09:48:51.525993,192,2
BIKE-L5,49.66402053833008,2.5970935821533203,44.32201385498047,5154,32,5122,96.58312797546387,True,KEM,37.9,38809,375,2025-04-07T09:48:51.622643,256,3
Classic-McEliece-348864,209.17081832885742,0.08821487426757812,17.7459716796875,96,32,64,227.0050048828125,True,KEM,37.9,38809,375,2025-04-07T09:48:51.849988,128,1
Classic-McEliece-348864f,31.05306625366211,0.06198883056640625,17.154932022094727,96,32,64,48.26998710632324,True,KEM,37.9,38809,375,2025-04-07T09:48:51.898327,128,1
Classic-McEliece-460896,85.26897430419922,0.07891654968261719,33.57100486755371,156,32,124,118.91889572143555,True,KEM,37.9,38809,375,2025-04-07T09:48:52.017688,192,2
Classic-McEliece-460896f,89.12014961242676,0.09489059448242188,33.792972564697266,156,32,124,123.00801277160645,True,KEM,37.9,38809,375,2025-04-07T09:48:52.140734,192,2
Classic-McEliece-6688128,336.54093742370605,0.19979476928710938,64.29433822631836,208,32,176,401.0350704193115,True,KEM,37.9,38809,375,2025-04-07T09:48:52.542265,256,3
Classic-McEliece-6688128f,138.23485374450684,0.19621849060058594,65.76371192932129,208,32,176,204.1947841644287,True,KEM,37.9,38809,375,2025-04-07T09:48:52.746521,256,3
Classic-McEliece-6960119,132.95602798461914,0.7529258728027344,62.88313865661621,194,32,162,196.5920925140381,True,KEM,37.9,38809,375,2025-04-07T09:48:52.943161,256,3
Classic-McEliece-6960119f,133.42809677124023,0.6508827209472656,61.33103370666504,194,32,162,195.41001319885254,True,KEM,37.9,38809,375,2025-04-07T09:48:53.139128,256,3
Classic-McEliece-8192128,340.6341075897217,0.3509521484375,87.860107421875,208,32,176,428.8451671600342,True,KEM,37.9,38809,375,2025-04-07T09:48:53.568023,256,3
Classic-McEliece-8192128f,155.35211563110352,0.23674964904785156,79.6201229095459,208,32,176,235.20898818969727,True,KEM,37.9,38809,375,2025-04-07T09:48:53.803299,256,3
HQC-128,0.49376487731933594,0.9350776672363281,1.4338493347167969,4433,64,4369,2.862691879272461,True,KEM,37.9,38809,375,2025-04-07T09:48:53.806210,128,1
HQC-192,1.4269351959228516,2.7022361755371094,4.045009613037109,8978,64,8914,8.17418098449707,True,KEM,37.9,38809,375,2025-04-07T09:48:53.814397,192,2
HQC-256,2.4709701538085938,4.940986633300781,7.506132125854492,14421,64,14357,14.918088912963867,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829326,256,3
Kyber512,0.025033950805664062,0.014066696166992188,0.0069141387939453125,768,32,736,0.04601478576660156,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829381,128,1
Kyber768,0.025033950805664062,0.030994415283203125,0.010967254638671875,1088,32,1056,0.06699562072753906,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829455,192,2
Kyber1024,0.026941299438476562,0.019073486328125,0.014066696166992188,1568,32,1536,0.06008148193359375,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829526,256,3
ML-KEM-512,0.011920928955078125,0.010967254638671875,0.012159347534179688,768,32,736,0.03504753112792969,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829568,128,1
ML-KEM-768,0.015735626220703125,0.01621246337890625,0.016927719116210938,1088,32,1056,0.04887580871582031,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829623,192,2
ML-KEM-1024,0.02193450927734375,0.02193450927734375,0.025033950805664062,1568,32,1536,0.06890296936035156,True,KEM,37.9,38809,375,2025-04-07T09:48:53.829730,256,3
sntrup761,1.7981529235839844,0.07700920104980469,0.11706352233886719,1039,32,1007,1.9922256469726562,True,KEM,37.9,38809,375,2025-04-07T09:48:53.831729,128,1
FrodoKEM-640-AES,0.22029876708984375,0.3409385681152344,0.32210350036621094,9720,16,9704,0.8833408355712891,True,KEM,37.9,38809,375,2025-04-07T09:48:53.832627,128,1
FrodoKEM-640-SHAKE,1.209259033203125,1.3539791107177734,1.4300346374511719,9720,16,9704,3.9932727813720703,True,KEM,37.9,38809,375,2025-04-07T09:48:53.836633,128,1
FrodoKEM-976-AES,0.42891502380371094,0.7052421569824219,0.7088184356689453,15744,24,15720,1.8429756164550781,True,KEM,37.9,38809,375,2025-04-07T09:48:53.838484,192,2
FrodoKEM-976-SHAKE,2.688884735107422,2.997159957885742,3.072023391723633,15744,24,15720,8.758068084716797,True,KEM,37.9,38809,375,2025-04-07T09:48:53.847249,192,2
FrodoKEM-1344-AES,0.6711483001708984,1.1539459228515625,1.1260509490966797,21632,32,21600,2.9511451721191406,True,KEM,37.9,38809,375,2025-04-07T09:48:53.850740,256,3
FrodoKEM-1344-SHAKE,4.966974258422852,5.497217178344727,5.412101745605469,21632,32,21600,15.876293182373047,True,KEM,37.9,38809,375,2025-04-07T09:48:53.866635,256,3
BIKE-L1,6.356000900268555,0.3440380096435547,4.836082458496094,1573,32,1541,11.536121368408203,True,KEM,38.0,38912,376,2025-04-07T09:48:58.626071,128,1
BIKE-L3,19.381046295166016,1.0437965393066406,14.985084533691406,3115,32,3083,35.40992736816406,True,KEM,38.0,38912,376,2025-04-07T09:48:58.661497,192,2
BIKE-L5,50.080060958862305,2.6810169219970703,37.63580322265625,5154,32,5122,90.39688110351562,True,KEM,38.0,38912,376,2025-04-07T09:48:58.751914,256,3
Classic-McEliece-348864,31.288862228393555,0.06818771362304688,20.89691162109375,96,32,64,52.25396156311035,True,KEM,38.0,38912,376,2025-04-07T09:48:58.804203,128,1
Classic-McEliece-348864f,37.51397132873535,0.07009506225585938,17.976999282836914,96,32,64,55.561065673828125,True,KEM,38.0,38912,376,2025-04-07T09:48:58.860270,128,1
Classic-McEliece-460896,198.0280876159668,0.1277923583984375,33.62417221069336,156,32,124,231.7800521850586,True,KEM,38.0,38912,376,2025-04-07T09:48:59.092515,192,2
Classic-McEliece-460896f,89.33305740356445,0.12421607971191406,35.71510314941406,156,32,124,125.17237663269043,True,KEM,38.0,38912,376,2025-04-07T09:48:59.217733,192,2
Classic-McEliece-6688128,226.52196884155273,0.19478797912597656,62.91818618774414,208,32,176,289.63494300842285,True,KEM,38.0,38912,376,2025-04-07T09:48:59.507939,256,3
Classic-McEliece-6688128f,135.7882022857666,0.19979476928710938,67.47698783874512,208,32,176,203.46498489379883,True,KEM,38.0,38912,376,2025-04-07T09:48:59.711865,256,3
Classic-McEliece-6960119,135.73384284973145,0.7190704345703125,62.34097480773926,194,32,162,198.79388809204102,True,KEM,38.0,38912,376,2025-04-07T09:48:59.910733,256,3
Classic-McEliece-6960119f,133.3901882171631,0.7610321044921875,62.34598159790039,194,32,162,196.49720191955566,True,KEM,38.0,38912,376,2025-04-07T09:49:00.107276,256,3
Classic-McEliece-8192128,238.34490776062012,0.17595291137695312,79.43892478942871,208,32,176,317.9597854614258,True,KEM,38.0,38912,376,2025-04-07T09:49:00.425303,256,3
Classic-McEliece-8192128f,142.59099960327148,0.2276897430419922,77.2562026977539,208,32,176,220.07489204406738,True,KEM,38.0,38912,376,2025-04-07T09:49:00.645425,256,3
HQC-128,0.45371055603027344,0.9353160858154297,1.4007091522216797,4433,64,4369,2.789735794067383,True,KEM,38.0,38912,376,2025-04-07T09:49:00.648265,128,1
HQC-192,1.3828277587890625,2.802133560180664,4.112005233764648,8978,64,8914,8.296966552734375,True,KEM,38.0,38912,376,2025-04-07T09:49:00.656571,192,2
HQC-256,2.498149871826172,4.992008209228516,7.37309455871582,14421,64,14357,14.863252639770508,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671442,256,3
Kyber512,0.015020370483398438,0.011920928955078125,0.007867813110351562,768,32,736,0.034809112548828125,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671486,128,1
Kyber768,0.016927719116210938,0.028133392333984375,0.010967254638671875,1088,32,1056,0.05602836608886719,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671548,192,2
Kyber1024,0.018835067749023438,0.017881393432617188,0.01430511474609375,1568,32,1536,0.051021575927734375,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671608,256,3
ML-KEM-512,0.011920928955078125,0.013113021850585938,0.013113021850585938,768,32,736,0.03814697265625,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671653,128,1
ML-KEM-768,0.01621246337890625,0.016927719116210938,0.016927719116210938,1088,32,1056,0.050067901611328125,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671710,192,2
ML-KEM-1024,0.023126602172851562,0.024080276489257812,0.0247955322265625,1568,32,1536,0.07200241088867188,True,KEM,38.0,38912,376,2025-04-07T09:49:00.671797,256,3
sntrup761,1.7099380493164062,0.07581710815429688,0.11610984802246094,1039,32,1007,1.901865005493164,True,KEM,38.0,38912,376,2025-04-07T09:49:00.673706,128,1
FrodoKEM-640-AES,0.2110004425048828,0.34880638122558594,0.32329559326171875,9720,16,9704,0.8831024169921875,True,KEM,38.0,38912,376,2025-04-07T09:49:00.674604,128,1
FrodoKEM-640-SHAKE,1.203775405883789,1.3709068298339844,1.3301372528076172,9720,16,9704,3.9048194885253906,True,KEM,38.0,38912,376,2025-04-07T09:49:00.678522,128,1
FrodoKEM-976-AES,0.4208087921142578,0.67901611328125,0.6549358367919922,15744,24,15720,1.7547607421875,True,KEM,38.0,38912,376,2025-04-07T09:49:00.680290,192,2
